Year,Ranking,Series,"NIPA Table 2.9, Line Number",Quantile or Summary Metric,Value
2003,Equivalized Personal Income,Household income,22,30-40%,0.0532
2003,Equivalized Personal Income,Personal income,1,30-40%,0.0532
2003,Equivalized Personal Income,Taxes,12,30-40%,0.017
2003,Equivalized Personal Income,Disposable personal income,13,30-40%,0.0574
2003,Equivalized Personal Income,Compensation of employees,23,40-50%,0.0655
2003,Equivalized Personal Income,Proprietors' income with inventory valuation,24,40-50%,0.0186
2003,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25,40-50%,0.0732
2003,Equivalized Personal Income,Household income receipts on assets,26,40-50%,0.0395
2003,Equivalized Personal Income,Household interest income,27,40-50%,0.0443
2003,Equivalized Personal Income,Household dividend income,28,40-50%,0.0283
2003,Equivalized Personal Income,Household current transfer receipts,29,40-50%,0.1195
2003,Equivalized Personal Income,Government social benefits,30,40-50%,0.1216
2003,Equivalized Personal Income,Household current transfer receipts from business (net),31,40-50%,0.0649
2003,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32,40-50%,0.0872
2003,Equivalized Personal Income,"Contributions for government social insurance, domestic",33,40-50%,0.0664
2003,Equivalized Personal Income,Household income,22,40-50%,0.0651
2003,Equivalized Personal Income,Personal income,1,40-50%,0.065
2003,Equivalized Personal Income,Taxes,12,40-50%,0.0297
2003,Equivalized Personal Income,Disposable personal income,13,40-50%,0.0692
2003,Equivalized Personal Income,Compensation of employees,23,50-60%,0.088
2003,Equivalized Personal Income,Proprietors' income with inventory valuation,24,50-60%,0.0265
2003,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25,50-60%,0.0841
2003,Equivalized Personal Income,Household income receipts on assets,26,50-60%,0.0523
2003,Equivalized Personal Income,Household interest income,27,50-60%,0.058
2003,Equivalized Personal Income,Household dividend income,28,50-60%,0.0388
2003,Equivalized Personal Income,Household current transfer receipts,29,50-60%,0.1019
2003,Equivalized Personal Income,Government social benefits,30,50-60%,0.1026
2003,Equivalized Personal Income,Household current transfer receipts from business (net),31,50-60%,0.0786
2003,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32,50-60%,0.0922
2003,Equivalized Personal Income,"Contributions for government social insurance, domestic",33,50-60%,0.09
2003,Equivalized Personal Income,Household income,22,50-60%,0.0787
2003,Equivalized Personal Income,Personal income,1,50-60%,0.0786
2003,Equivalized Personal Income,Taxes,12,50-60%,0.0469
2003,Equivalized Personal Income,Disposable personal income,13,50-60%,0.0824
2003,Equivalized Personal Income,Compensation of employees,23,60-70%,0.1142
2003,Equivalized Personal Income,Proprietors' income with inventory valuation,24,60-70%,0.037
2003,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25,60-70%,0.0967
2003,Equivalized Personal Income,Household income receipts on assets,26,60-70%,0.068
2003,Equivalized Personal Income,Household interest income,27,60-70%,0.0743
2003,Equivalized Personal Income,Household dividend income,28,60-70%,0.0533
2003,Equivalized Personal Income,Household current transfer receipts,29,60-70%,0.0865
2003,Equivalized Personal Income,Government social benefits,30,60-70%,0.0862
2003,Equivalized Personal Income,Household current transfer receipts from business (net),31,60-70%,0.0954
2003,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32,60-70%,0.0912
2003,Equivalized Personal Income,"Contributions for government social insurance, domestic",33,60-70%,0.1171
2003,Equivalized Personal Income,Household income,22,60-70%,0.0954
2003,Equivalized Personal Income,Personal income,1,60-70%,0.0954
2003,Equivalized Personal Income,Taxes,12,60-70%,0.0705
2003,Equivalized Personal Income,Disposable personal income,13,60-70%,0.0984
2003,Equivalized Personal Income,Compensation of employees,23,70-80%,0.1424
2003,Equivalized Personal Income,Proprietors' income with inventory valuation,24,70-80%,0.0634
2003,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25,70-80%,0.1123
2003,Equivalized Personal Income,Household income receipts on assets,26,70-80%,0.0952
2003,Equivalized Personal Income,Household interest income,27,70-80%,0.0999
2003,Equivalized Personal Income,Household dividend income,28,70-80%,0.0841
2003,Equivalized Personal Income,Household current transfer receipts,29,70-80%,0.0813
2003,Equivalized Personal Income,Government social benefits,30,70-80%,0.0791
2003,Equivalized Personal Income,Household current transfer receipts from business (net),31,70-80%,0.118
2003,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32,70-80%,0.1215
2003,Equivalized Personal Income,"Contributions for government social insurance, domestic",33,70-80%,0.1477
2003,Equivalized Personal Income,Household income,22,70-80%,0.1179
2003,Equivalized Personal Income,Personal income,1,70-80%,0.1179
2003,Equivalized Personal Income,Taxes,12,70-80%,0.1048
2003,Equivalized Personal Income,Disposable personal income,13,70-80%,0.1194
2003,Equivalized Personal Income,Compensation of employees,23,80-90%,0.1815
2003,Equivalized Personal Income,Proprietors' income with inventory valuation,24,80-90%,0.1029
2003,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25,80-90%,0.1458
2003,Equivalized Personal Income,Household income receipts on assets,26,80-90%,0.1447
2003,Equivalized Personal Income,Household interest income,27,80-90%,0.1526
2003,Equivalized Personal Income,Household dividend income,28,80-90%,0.1261
2003,Equivalized Personal Income,Household current transfer receipts,29,80-90%,0.0746
2003,Equivalized Personal Income,Government social benefits,30,80-90%,0.0711
2003,Equivalized Personal Income,Household current transfer receipts from business (net),31,80-90%,0.152
2003,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32,80-90%,0.134
2003,Equivalized Personal Income,"Contributions for government social insurance, domestic",33,80-90%,0.1877
2003,Equivalized Personal Income,Household income,22,80-90%,0.1517
2003,Equivalized Personal Income,Personal income,1,80-90%,0.1518
2003,Equivalized Personal Income,Taxes,12,80-90%,0.1626
2003,Equivalized Personal Income,Disposable personal income,13,80-90%,0.1505
2003,Equivalized Personal Income,Compensation of employees,23,90-100%,0.2965
2003,Equivalized Personal Income,Proprietors' income with inventory valuation,24,90-100%,0.7427
2003,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25,90-100%,0.3164
2003,Equivalized Personal Income,Household income receipts on assets,26,90-100%,0.5403
2003,Equivalized Personal Income,Household interest income,27,90-100%,0.4994
2003,Equivalized Personal Income,Household dividend income,28,90-100%,0.6366
2003,Equivalized Personal Income,Household current transfer receipts,29,90-100%,0.0691
2003,Equivalized Personal Income,Government social benefits,30,90-100%,0.0637
2003,Equivalized Personal Income,Household current transfer receipts from business (net),31,90-100%,0.3452
2003,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32,90-100%,0.1135
2003,Equivalized Personal Income,"Contributions for government social insurance, domestic",33,90-100%,0.2789
2003,Equivalized Personal Income,Household income,22,90-100%,0.3437
2003,Equivalized Personal Income,Personal income,1,90-100%,0.3451
2003,Equivalized Personal Income,Taxes,12,90-100%,0.5525
2003,Equivalized Personal Income,Disposable personal income,13,90-100%,0.3206
2003,Equivalized Disposable Personal Income,Compensation of employees,23,0-10%,0.0094
2003,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24,0-10%,-0.0051
2003,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25,0-10%,0.0189
2003,Equivalized Disposable Personal Income,Household income receipts on assets,26,0-10%,0.0083
2003,Equivalized Disposable Personal Income,Household interest income,27,0-10%,0.0104
2003,Equivalized Disposable Personal Income,Household dividend income,28,0-10%,0.0034
2003,Equivalized Disposable Personal Income,Household current transfer receipts,29,0-10%,0.0746
2003,Equivalized Disposable Personal Income,Government social benefits,30,0-10%,0.0713
2003,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31,0-10%,0.0172
2003,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32,0-10%,0.1644
2003,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33,0-10%,0.0087
2003,Equivalized Disposable Personal Income,Household income,22,0-10%,0.0177
2003,Equivalized Disposable Personal Income,Personal income,1,0-10%,0.0168
2003,Equivalized Disposable Personal Income,Taxes,12,0-10%,0.0025
2003,Equivalized Disposable Personal Income,Disposable personal income,13,0-10%,0.0185
2003,Equivalized Disposable Personal Income,Compensation of employees,23,10-20%,0.024
2003,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24,10-20%,0.0015
2003,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25,10-20%,0.0388
2003,Equivalized Disposable Personal Income,Household income receipts on assets,26,10-20%,0.0118
2003,Equivalized Disposable Personal Income,Household interest income,27,10-20%,0.0142
2003,Equivalized Disposable Personal Income,Household dividend income,28,10-20%,0.0061
2003,Equivalized Disposable Personal Income,Household current transfer receipts,29,10-20%,0.1174
2003,Equivalized Disposable Personal Income,Government social benefits,30,10-20%,0.1206
2003,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31,10-20%,0.0335
2003,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32,10-20%,0.0692
2003,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33,10-20%,0.0245
2003,Equivalized Disposable Personal Income,Household income,22,10-20%,0.0339
2003,Equivalized Disposable Personal Income,Personal income,1,10-20%,0.0337
2003,Equivalized Disposable Personal Income,Taxes,12,10-20%,0.0061
2003,Equivalized Disposable Personal Income,Disposable personal income,13,10-20%,0.037
2003,Equivalized Disposable Personal Income,Compensation of employees,23,20-30%,0.0347
2003,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24,20-30%,0.0042
2003,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25,20-30%,0.0518
2003,Equivalized Disposable Personal Income,Household income receipts on assets,26,20-30%,0.0153
2003,Equivalized Disposable Personal Income,Household interest income,27,20-30%,0.0183
2003,Equivalized Disposable Personal Income,Household dividend income,28,20-30%,0.0083
2003,Equivalized Disposable Personal Income,Household current transfer receipts,29,20-30%,0.1281
2003,Equivalized Disposable Personal Income,Government social benefits,30,20-30%,0.132
2003,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31,20-30%,0.0426
2003,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32,20-30%,0.0639
